Nome: SAO PAULO(MIR.de SANTANA)
Codigo Estacao: 83781
Latitude: -23.49638888
Longitude: -46.61999999
Altitude: 785.16
Situacao: Operante
Data Inicial: 1974-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
1979-09-15;2,5;0;0;17,2;15,8;14,9;96,3;89;1,7;
1979-09-16;,5;0;10,9;17,9;15,8;13,2;84,5;68;2,3;
1979-09-17;1;0;1;16;14,8;13,4;94;91;2,7;
1979-09-18;,2;0;7,2;15,9;13,2;11,6;92,5;89;4,2;
1979-09-19;1,3;0;,4;12,1;10,3;9,2;87,5;87;3,6;
1979-09-20;1,3;0;0;12,4;11;9,6;90,5;87;4,5;
1979-09-21;1,3;6,7;0;23,8;15,9;10,6;84;68;3,5;
1979-09-22;1,9;5,2;0;27,9;20,1;12,9;72;54;3,3;
1979-09-23;1,5;4,5;16,2;23;18,9;16;81,5;68;4,6;
1979-09-24;7,7;10,4;0;28,2;21,9;15,3;68,5;54;3,1;
1979-09-25;5,3;10,3;0;30,3;23;16,2;66;44;1,9;
1979-09-26;7,2;10,1;0;31,4;23,3;15,9;55,5;42;1,2;
1979-09-27;7,5;9,9;0;32,2;24;16,2;58,8;44;1,8;
1979-09-28;7,4;9,1;0;32,4;25;17,1;54,8;42;2;
1979-09-29;6,5;9,7;0;30,6;25,2;18,4;58,8;42;2,8;
1979-09-30;4;8,3;0;31,8;23,3;19,1;73,3;43;2,3;
1979-10-01;6,4;0;1;22;19,6;18,3;87,5;86;1,8;
1979-10-02;1,1;,4;1,9;22,6;null;18;88,8;84;2,7;
1979-10-03;2,1;2,6;0;23,6;19,8;18;85,5;79;4,7;
1979-10-04;2,4;5,9;0;28;21,4;17,8;83,5;65;4,2;
1979-10-05;3;8,2;19,4;30;22,9;17;76,3;56;2,4;
1979-10-06;4,5;6,5;0;31,4;22,5;19;76,8;53;2,9;
1979-10-07;4,3;6,4;4,9;30;22,4;18;77,5;54;3,6;
1979-10-08;3,1;0;25,7;21,4;19,1;18;88,3;85;2,7;
1979-10-09;2,9;3,4;10,5;22;18,2;16,2;85,3;74;3,4;
1979-10-10;2;5;,4;24;18,3;15,5;86,3;81;4,3;
1979-10-11;2;0;0;20,6;18;16;86,8;83;4,1;
1979-10-12;1,7;1,8;,3;23,6;19,1;16;87,5;78;4,4;
1979-10-13;2,2;4;0;26;20,2;17,2;83;64;3,2;
1979-10-14;3,1;0;28;21,4;20,3;17,9;88;84;3,6;
1979-10-15;2,3;4,6;1;25,9;20;18;86,5;76;2,8;
1979-10-16;3;8,7;0;24,8;18,1;14,9;74,3;47;2,2;
1979-10-17;3;5,1;0;22,2;16,3;13,8;76,8;61;3,2;
1979-10-18;3,7;10,3;0;26;17,5;11,2;67,8;43;2,9;
1979-10-19;5,1;10,2;0;21,2;16;11;75,3;57;4,2;
1979-10-20;5;8,7;0;23,4;17,6;13,6;77;65;4,4;
1979-10-21;4,7;9;0;26,4;19,1;14,9;77,8;56;2,2;
1979-10-22;3,8;9,7;0;28,6;22;15;61,8;47;3,2;
1979-10-23;null;7,7;0;29,3;24,1;17;65,8;48;2,8;
1979-10-24;7,6;8,5;0;32,6;25,1;18,2;62;43;2,2;
1979-10-25;6,9;6,8;0;32;24,4;19,8;66,5;37;2,4;
1979-10-26;9,5;,1;0;25,8;22,7;20,9;79,5;64;2;
1979-10-27;4,5;2,6;1,1;25,4;20,2;18,4;87,8;75;2,1;
1979-10-28;2;9,3;0;30,2;24;17,7;57,5;50;2,9;
1979-10-29;6,5;9,6;6,7;29,8;23,3;19;75,5;51;2,1;
1979-10-30;6,8;4,3;2,5;29,2;23;20;81,5;62;4,9;
1979-10-31;3,6;,2;29,6;28,4;21,5;19;87,5;76;2,2;
1979-11-01;2;3;0;27;21,2;18,8;93,5;84;3;
1979-11-02;2;0;23,4;21,2;19,7;18,7;91,5;88;2,6;
1979-11-03;1,4;,8;,6;23,3;20,2;18,1;89;80;1,8;
1979-11-04;1,8;,2;0;21,8;18,5;16,9;85;83;3,2;
1979-11-05;2,4;10,8;0;25,5;18,8;14;73;60;5,9;
1979-11-06;4,4;9,1;0;28,8;20,5;14,9;78;56;2,8;
1979-11-07;3;10,6;0;29,8;24,1;16;71,5;56;2,7;
1979-11-08;3,8;2,1;0;27,4;24,1;21,5;76,5;62;5,6;
1979-11-09;2,4;0;10,5;23,4;18,2;16,2;92,5;87;3,1;
1979-11-10;1,8;0;10,3;16,8;15,4;14,3;95,3;95;3,7;
1979-11-11;,6;1,6;46;18,8;15;12,3;82,8;72;3;
1979-11-12;,4;10;1,5;24;18,7;12,3;76;58;2,1;
1979-11-13;2;10,9;0;28,6;21,3;14,5;69,8;52;3;
1979-11-14;7,1;6,1;0;29,6;22,3;18;88,8;72;3,8;
1979-11-15;2,1;,7;82,8;24,3;20,6;18,4;88,3;81;4,4;
1979-11-16;1,8;8,3;0;28,2;22;18,8;81,8;68;3,5;
1979-11-17;3,9;11,2;0;30,2;24,3;17;59;49;4,4;
1979-11-18;10,1;8,6;0;29,6;23;18,1;68,8;52;5,1;
1979-11-19;2;3,6;12,4;24,7;20,1;17,5;81;67;4,1;
1979-11-20;3,5;2,1;0;22,3;17,8;14,5;82;74;3,6;
1979-11-21;3,4;11,1;0;25,6;19,9;15,4;80,5;74;4,7;
1979-11-22;3,4;7,3;0;29,6;21,3;17;81,5;66;3,7;
1979-11-23;4,1;1,5;6,2;26,2;22,2;17,7;77,5;68;2,7;
1979-11-24;5,9;3,3;0;28,2;23,1;20,8;81,8;61;3,2;
1979-11-25;3,3;0;26,2;21,8;17,2;14,9;92,5;91;2,6;
1979-11-26;1,2;0;13,2;15,9;13,3;12;87;84;5,1;
1979-11-27;3;3,8;,5;17,5;14,3;11,3;75,3;67;4,1;
1979-11-28;3;10,6;0;22,8;15,8;10;76,8;57;3;
1979-11-29;4;9,3;0;27;19,1;13,1;76,5;52;1,6;
1979-11-30;4,5;9,6;0;29,4;22,7;15,3;64;45;3;
1979-12-01;6,5;8,5;0;29,5;22,5;18,3;75,3;51;3,8;
1979-12-02;5,5;,3;19,4;25,5;21,1;19,1;87,5;76;2,5;
1979-12-03;2,3;5,3;0;28,7;22,1;18,8;80,8;56;3,4;
1979-12-04;4,5;10,5;9,2;27,8;22,3;19;81,5;75;4,7;
1979-12-05;3,5;4,1;20;28,1;22,6;18,3;76;54;3,1;
1979-12-06;4,6;5,1;0;29,2;24;19,8;84;78;2;
1979-12-07;2,2;9,7;2,5;31,3;24,6;18,9;63,8;51;2;
1979-12-08;7,5;11,4;0;30,6;24,1;19,7;69,3;59;3,3;
1979-12-09;5,2;11,4;0;31,3;26,1;18,6;66,5;50;2,6;
1979-12-10;8,5;6,8;0;31,8;23,9;20;75,3;49;3;
1979-12-11;4,1;3,5;13,8;27,7;23,1;20,2;86;78;2,5;
1979-12-12;2,4;4,3;2,8;28,3;23,6;19,5;74,5;60;3,5;
1979-12-13;4,9;2,5;0;26;22,9;21,2;84;77;4,9;
1979-12-14;4,5;1,6;0;26;23,5;21,5;81,3;76;4,4;
1979-12-15;4,6;2,4;0;27,1;22,7;20,1;90,5;79;3,8;
1979-12-16;2,9;0;26;21,1;18,2;16,8;91;90;4,2;
1979-12-17;1,1;0;6,4;20,2;18;15,8;91,8;89;2,6;
1979-12-18;1,5;0;,1;22,8;19,5;17,2;88,3;78;2,1;
1979-12-19;1,7;0;0;22,6;19,8;17,6;85,8;79;3;
1979-12-20;1,7;0;0;21,3;19,4;17,9;91;89;2,1;
1979-12-21;1,2;1;1,9;25,1;20,6;17,8;85,3;76;3,3;
1979-12-22;2,1;,7;0;25,4;20,8;18,4;88,5;83;3,1;
1979-12-23;2,1;,1;,4;21,3;19;17,8;86;69;3,3;
1979-12-24;1,6;0;2;18,9;17,7;16,8;95,5;93;2,8;
1979-12-25;,4;,8;8,3;24,4;19,8;16,8;94,8;91;2,2;
1979-12-26;,9;0;3;23,3;20,7;18,9;91,5;88;3,1;
1979-12-27;1,6;3,8;0;24,3;20,3;17,5;78;65;4,6;
1979-12-28;3,9;8,3;0;26,6;20,7;16,6;75,8;64;4;
1979-12-29;3;5,8;0;27,3;20,4;16,1;81,8;64;3,4;
1979-12-30;3,5;8,5;0;29,8;23,9;17;68,3;52;2,3;
1979-12-31;6,8;3;0;27,4;22,4;20,2;85,5;70;3,8;
1980-01-01;3,2;0;17,7;20,8;17;14,9;87,5;78;2,5;
1980-01-02;2;7,9;0;22,2;17,8;13,9;77,5;63;4,1;
1980-01-03;3,7;11,7;0;24,7;18,5;14,2;68,8;48;3;
1980-01-04;4,3;8,8;0;28,4;18,5;12,9;72;41;2,3;
1980-01-05;4,9;9,3;0;26,4;19,5;14,6;75,8;59;3,7;
1980-01-06;4,1;8,4;0;29,6;21,7;16,2;75,3;51;2,4;
1980-01-07;4,4;2,6;0;27,3;21,4;17,6;89;78;2,6;
1980-01-08;2,7;4,4;8,6;27;23;18,7;74,5;57;4,4;
1980-01-09;3,7;,4;,3;25,8;21,9;20,1;86,3;77;3,5;
1980-01-10;2,6;3,6;22,2;26;22,5;19,7;82;76;3,3;
1980-01-11;3,5;6,7;2,4;26,5;21,5;18,6;81,8;73;3,8;
1980-01-12;2,2;4,3;5,8;24,1;20,5;19,1;81,8;75;4,8;
1980-01-13;3,4;2,8;0;22,3;19,4;16,7;85;76;4,9;
1980-01-14;2,8;5,4;,7;23,6;19,8;17,4;76;66;5,1;
1980-01-15;4,1;4;0;23,2;19,3;15,8;83;78;5,5;
1980-01-16;2,7;4,2;0;25,2;21;16,7;81;73;3,1;
1980-01-17;2,6;3,9;0;27,3;22,2;20;89,5;81;2,7;
1980-01-18;1,4;0;16,3;22,6;20,9;19,2;89,8;86;3,3;
1980-01-19;2,8;4,7;27,2;26;22,6;19,6;79,8;71;4,7;
1980-01-20;3,5;8,8;0;28,2;23,8;20,8;76,5;55;4,2;
1980-01-21;5;3,1;7;26,6;21,5;19,8;82,3;71;2,8;
1980-01-22;2,9;9,2;1,3;28,6;24,4;19,1;69,5;57;3,1;
1980-01-23;7,5;9,6;0;29,7;25,2;20,4;66,5;53;5,7;
1980-01-24;6,5;3,8;,3;28,9;25,3;22;70,8;61;3,5;
1980-01-25;4,6;1,1;35,9;26,1;21,5;19,8;87,3;73;5,2;
1980-01-26;1,9;0;26,4;21,6;20,4;19;93;94;1,3;
1980-01-27;,5;4;10,3;26,6;22;19,9;85;73;3,4;
1980-01-28;2,8;4,5;0;28,2;22,2;20;80,3;67;4,3;
1980-01-29;3,2;8;0;25,7;20,5;18,1;77,3;68;4,2;
1980-01-30;4;9,9;0;27,8;21,4;16,3;74,3;57;3,9;
1980-01-31;4,4;6,4;0;29,8;21,9;18,8;81;56;2,7;
1980-02-01;3,1;6,9;13,1;28,8;22,7;18;80,3;63;3;
1980-02-02;3,6;,2;2,3;23,2;20,8;20,1;91,3;84;3,7;
1980-02-03;1,9;1;,2;26,1;20,8;19;91;86;4,3;
1980-02-04;2,3;6,5;0;26,1;21,3;18,5;80,8;70;4,2;
1980-02-05;3,5;10,2;0;29,4;22,1;16;71,8;45;3,6;
1980-02-06;4,6;9,3;0;31,5;24,5;18,7;69,8;50;2,2;
1980-02-07;7,3;7,1;0;31,4;24,6;20,3;72;65;1,9;
1980-02-08;5;1,9;0;27,3;23,1;21,3;79,8;75;3,8;
1980-02-09;3,8;1,1;0;28,8;23;19,2;82,8;68;2,2;
1980-02-10;3;8,4;0;30,9;25,9;20,2;62,8;44;3,8;
1980-02-11;6,4;5,2;0;29,6;26;21,5;66;55;3,5;
1980-02-12;6;0;1,5;27,7;23,1;21,4;86,3;68;2,6;
1980-02-13;2,5;5,3;4,2;28,7;22,6;18,4;80,3;63;4,3;
1980-02-14;2,1;6,5;38;28,9;22,6;19,1;79,8;54;4,5;
1980-02-15;3,4;8,1;0;28,2;21;18;80,5;60;1,9;
1980-02-16;3,4;7,5;8,3;27,6;21,1;17,5;77,8;52;2,8;
1980-02-17;4;3,6;0;26,8;21,4;18;79,3;60;2,7;
1980-02-18;3,2;2,5;13,3;25,2;20,5;17,8;86,5;70;2,1;
1980-02-19;2;,2;3,3;20,8;18,5;17,5;90,8;84;3,6;
1980-02-20;4,8;1,9;45,6;23,9;19,4;16,9;83,5;72;3,4;
1980-02-21;2;6,2;0;26,8;20;15,1;79;55;2,3;
1980-02-22;3,2;5,2;0;28,6;22,4;19,2;82,8;64;5,3;
1980-02-23;2,8;7,5;23,9;29,6;22,3;19,4;78,5;47;2,9;
1980-02-24;3,2;3,7;10,2;27,8;22,1;19,4;79,8;62;2,1;
1980-02-25;2;7,2;,3;28,5;22,4;18,6;74;56;2,7;
1980-02-26;1,5;,9;16,2;24,1;21,7;19,1;83,5;76;3;
1980-02-27;1;,1;4,5;23,2;21;19,4;87,3;84;3,3;
1980-02-28;,5;,5;2,1;25,5;21,6;19,1;87;80;3;
1980-02-29;,5;11,1;7,3;25,5;24,2;19,1;76;59;2,5;
1980-03-01;1,1;10,6;0;31,3;25,2;20,2;63,5;47;1,7;
1980-03-02;1,1;7,6;0;31;25,1;20,7;71,3;50;2,9;
1980-03-03;5;7,9;0;30,1;24,2;20,4;71,8;47;2,4;
1980-03-04;4,8;6,7;0;28,9;23,2;18,6;75,8;58;3,5;
1980-03-05;3,3;7,1;0;29,8;23,9;19,8;74;46;2,6;
1980-03-06;3,4;9,7;,2;30;23,2;16,2;70;44;2,6;
1980-03-07;3,6;7,7;2;30,1;24,6;20,3;69,5;47;1,9;
1980-03-08;2,4;6;3,8;30,6;23,7;20,9;75,5;47;1,7;
1980-03-09;1,4;4,4;5,4;29,5;23,4;20,6;78,5;53;2,6;
1980-03-10;1,3;3;17,6;29,7;22,3;19;86,3;78;2,5;
1980-03-11;1,3;6,3;,7;29,2;22,6;18,6;82,8;64;2,3;
1980-03-12;2,9;6,9;34,1;29,1;23,9;19,3;71,8;52;4,1;
1980-03-13;5,9;6,5;0;28,5;22,4;20,9;77,5;57;4,6;
1980-03-14;2,7;2,2;16,4;26,2;21,5;19;80,8;69;2,8;
1980-03-15;2,8;1,8;0;27,2;21,6;19;88,5;83;3,1;
1980-03-16;1,5;4;7,5;27,4;22,5;19,2;82,3;60;1,6;
1980-03-17;2,2;1,4;7;26,6;22,6;19,4;84,3;70;1,6;
1980-03-18;2;4;0;27,5;22,7;19,8;81,3;64;2,8;
1980-03-19;2,5;3,8;0;27,5;22,4;19,4;80,8;65;2,8;
1980-03-20;2,5;5,2;0;27,3;22,4;18,7;76,5;57;1,5;
1980-03-21;3;7,8;0;28,9;25;16,6;58,5;46;2,4;
1980-03-22;4,3;8,4;0;30,2;24,2;18,6;71,3;39;2;
1980-03-23;6,1;9,4;0;31;25;20;64,8;37;2,2;
1980-03-24;5,1;9,6;0;31,4;25,6;20,3;57,3;37;1,9;
1980-03-25;6,5;8,9;0;30,3;25;20,4;71,5;43;2,1;
1980-03-26;7,3;8,7;0;29,6;25,3;21,6;56,3;42;2,7;
1980-03-27;8,2;7;0;31,2;25,8;20,4;53;38;1,6;
1980-03-28;6,5;8,3;3,7;31;25,3;20,5;61,5;42;1,9;
1980-03-29;6,3;5,9;0;29,2;24,8;20,4;57;48;3,2;
1980-03-30;7;1;0;25,2;21,7;20;79,5;59;3,7;
1980-03-31;4,5;1,2;27;21,5;18,9;18,1;81,8;74;4;
1980-04-01;2,7;5,5;0;24,1;19,2;17,1;null;64;3,1;
1980-04-02;3,6;3,5;0;24,4;19,6;16,3;83;66;3,7;
1980-04-03;1,9;0;7,8;22,8;20,3;18,8;90,8;81;2,9;
1980-04-04;1,3;0;9,4;23,3;20,8;19,2;92,5;86;2,2;
1980-04-05;1;0;12,3;22,6;19,8;18,9;90;91;2,1;
1980-04-06;1,2;5,1;13,2;22,8;18,8;16,3;80;67;2,9;
1980-04-07;3,3;2,2;0;23;18,9;15,6;84;71;3,6;
1980-04-08;3,2;5;0;27,8;21,6;18,4;77;62;1,5;
1980-04-09;2,3;4;0;27,8;22,2;19,4;82,3;61;1,9;
1980-04-10;2,5;6,5;20,2;28,5;23,4;19,8;77,5;57;2,3;
1980-04-11;4,7;7,3;0;28,4;23,7;21,1;74,8;56;3,2;
1980-04-12;4,8;6,5;4,6;27;23,6;20,6;73,3;63;5,1;
1980-04-13;4,7;1,4;7,2;24,9;21,3;18,3;85;73;2,7;
1980-04-14;2,3;5;0;26,5;21;18,4;81,8;64;3,6;
1980-04-15;4,3;,2;42,6;20;17,6;16,5;89,5;84;3,7;
1980-04-16;1;0;1,2;18,7;17,3;16,2;89,8;84;3,6;
1980-04-17;3;6,7;1;25,1;20,1;16,2;83;63;4;
1980-04-18;1,2;6,8;0;28,2;21,3;18,3;80;53;2,3;
1980-04-19;2,7;7,2;0;26,7;20,5;17,1;79,5;53;3,8;
1980-04-20;3;6,2;0;25,4;19;15,4;82;55;3,1;
1980-04-21;2,8;8,2;0;25,5;19,7;15,9;77,8;50;3,6;
1980-04-22;3,6;8,5;0;26,2;20,4;17;77,3;51;3,4;
1980-04-23;3,4;8,9;0;26,8;20,6;17,1;74,3;38;3,4;
1980-04-24;3,7;4,4;0;24,1;18,9;16,2;81,5;60;2,9;
1980-04-25;2,6;5,2;0;22,7;18;15,3;79;59;3,6;
1980-04-26;2,8;9,3;0;24,8;null;14;null;52;3,3;
1980-04-27;2,9;7,8;0;25,9;19,5;15,3;75;44;4;
1980-04-28;3,4;5,8;0;25,4;19,4;15,2;72,3;49;3,6;
1980-04-29;2,7;7,1;0;25,3;20,2;16;73,8;48;2,6;
1980-04-30;3,1;7,4;0;26,7;20,4;15,3;73,5;49;1,5;
1980-05-01;4,3;8;0;27,3;21,8;16,2;62;42;2,7;
1980-05-02;6;,8;,7;24,3;19,7;18,3;83,5;65;4,3;
1980-05-03;2,3;0;1,3;19;17,1;16,1;83,5;79;4,1;
1980-05-04;2,3;10,3;0;22,2;15,9;13,1;71;41;1,7;
1980-05-05;3,1;8,5;0;24,1;15,3;9,9;74,5;37;2,2;
1980-05-06;2,9;7,2;0;25,5;17,7;12;60,3;38;1,6;
1980-05-07;4,1;9,3;0;26,1;18,7;13;58,8;27;2,1;
1980-05-08;5;6,9;0;25,1;17,9;12,4;73,8;56;2,5;
1980-05-09;3,6;4;0;25,6;20,3;15;75;56;3,4;
1980-05-10;3,4;5,3;0;27,1;21,9;16,9;64,5;46;3,4;
1980-05-11;5,6;,4;0;25;21,1;18,6;76,5;66;1,6;
1980-05-12;2,7;5,2;0;24,8;19,9;16,5;84;66;2,1;
1980-05-13;2,5;5;0;25,5;20,1;17,6;78,3;54;3,5;
1980-05-14;2,9;6,1;0;25,8;19,9;16,1;76,8;46;2,6;
1980-05-15;2,8;7,8;0;26,7;19,7;15,6;79;42;2,2;
1980-05-16;3,4;8,1;0;27,2;20,7;15,5;68,3;40;1,3;
1980-05-17;5,4;5,6;0;25,5;19,7;15,6;71,3;49;2,8;
1980-05-18;2,8;,5;0;23,4;19;15,7;85,3;71;1,6;
1980-05-19;1,8;6,1;0;26,6;20,9;17,1;70,3;48;1,9;
1980-05-20;3,1;7,8;0;28,2;21,1;15,7;70,3;45;2,3;
1980-05-21;3,9;4,7;0;27,8;21,7;17,1;63,8;43;3;
1980-05-22;5,6;0;0;23;19,8;18,3;84,3;64;2;
1980-05-23;1,8;3;3,4;20,1;17,4;15,9;78,8;72;2,9;
1980-05-24;3;5,1;0;23,1;18,2;15,3;81,8;66;2,6;
1980-05-25;3;5,3;0;22,9;17,8;15,3;79;59;3;
1980-05-26;2,1;5,6;0;21,6;17,6;15,3;80,8;62;3;
1980-05-27;2,4;5,9;0;23,7;17,6;14,6;82,3;55;2,5;
1980-05-28;2,2;7,2;0;25,2;18,5;12;65,3;42;2,3;
1980-05-29;3,8;6;0;25,6;20,1;14;59,8;46;1,6;
1980-05-30;4,8;8,9;0;25,8;20;14,8;56,8;36;2,3;
1980-05-31;6,5;8,2;0;26,5;20,2;15,2;52,8;38;2;
1980-06-01;5,7;8,8;0;26;20,6;15;57,5;44;1,8;
1980-06-02;6,5;1,4;0;23,7;18,9;16,1;76,8;58;1,5;
1980-06-03;2,8;,7;13,2;18,5;15,3;13,3;77,3;65;3,7;
1980-06-04;2,1;6;1,3;18,1;13,1;11;75;56;3;
1980-06-05;2,4;5,4;0;20;14,9;11,3;81,8;66;2,1;
1980-06-06;2;5,5;0;19,8;16;13,4;85,5;67;3,5;
1980-06-07;1,5;6,4;0;23,7;16,8;12,1;72;49;2;
1980-06-08;3;8,8;0;25,5;17,8;11,7;70,3;48;3;
1980-06-09;4,5;8,4;0;25,9;19,4;13,9;67;38;1,7;
1980-06-10;4;6;0;25,2;19,7;15,1;64,5;47;1,5;
1980-06-11;4;2,4;0;23,3;19,1;14,5;59,8;44;,5;
1980-06-12;4,9;4,5;0;25;20;16,5;56,5;34;2,3;
1980-06-13;5,1;6,7;0;25,9;19,1;15,5;62,3;42;6;
1980-06-14;7;5,6;1,4;17,4;12,3;10,1;71,5;51;2,3;
1980-06-15;3,4;7,6;0;18,7;13,4;9,6;77,3;52;4,1;
1980-06-16;2,8;7,7;0;20,3;14,4;10,4;73,3;37;3,1;
1980-06-17;2,8;6,9;0;20,8;13,4;8,2;73,3;48;2,4;
1980-06-18;2,5;8,8;0;22,4;14,8;9;66,8;37;1,4;
1980-06-19;3,4;9,1;0;21,7;15,9;9,6;54,5;35;1,9;
1980-06-20;5,1;4,7;0;21,4;14,9;10,1;74;43;1;
1980-06-21;2,5;,4;0;17;14,4;13,2;86,8;80;3,6;
1980-06-22;1,7;,7;0;16,5;12,8;11,4;87,5;70;4,3;
1980-06-23;2,2;3,6;,2;17,8;13,9;12;79,3;62;2,8;
1980-06-24;1,8;4,9;0;23,7;16,3;11,7;77,3;55;3,1;
1980-06-25;2,5;0;,8;18,6;16,2;14,3;83,8;73;3,6;
1980-06-26;1,5;0;31,2;17;15,5;14,5;94;91;3,5;
1980-06-27;1,8;5,3;25,4;15,4;10,4;8,3;73;66;3;
1980-06-28;2,2;9,2;0;19,4;13,4;8,1;78;62;3,7;
1980-06-29;1,9;6,8;0;21;13,8;8,3;80,8;64;2,3;
1980-06-30;2,1;9,1;0;24,4;17,9;10,9;63;39;3,2;
1980-07-01;6,8;6,6;0;25,3;18,1;14;81;65;2,4;
1980-07-02;2,7;0;0;17,1;13,7;12,4;86;81;3,5;
1980-07-03;2,3;0;3;16;12,8;11,4;93,5;87;1,4;
1980-07-04;,5;1,4;6;18,1;14,3;11,6;86;69;2,7;
1980-07-05;1,3;0;1;15,8;13,6;12,2;88,8;83;4,1;
1980-07-06;1,5;8,9;0;21;15,2;11,6;81;64;3,1;
1980-07-07;2,1;2,7;0;17,4;14,7;12,2;87,5;80;4;
1980-07-08;1,3;8;0;24,1;16,5;11,1;71,5;59;1,7;
1980-07-09;3,6;7,7;0;25,4;19,4;13,2;58;42;1,9;
1980-07-10;4,9;0;0;20,6;16,5;14,4;84;60;2,9;
1980-07-11;2;6,8;0;24,5;17,3;14,6;79,8;46;2,5;
1980-07-12;2;6,3;0;24,8;18,1;13;74,5;44;2;
1980-07-13;4;5,3;0;24,6;19;12,9;62;42;1,9;
1980-07-14;8,2;0;0;23,7;21,4;18,4;52,3;46;6,5;
1980-07-15;8,8;0;0;22;12,7;9,2;87,8;57;4,7;
1980-07-16;1,5;5,7;,1;20,1;13,6;9;80,3;60;4,4;
1980-07-17;1,8;7;0;25;18;11;68,5;50;2,9;
1980-07-18;4,1;3,5;0;22,4;16,7;13,6;86,5;63;1,3;
1980-07-19;2;6,8;0;26,7;19;12,7;70,3;42;2,3;
1980-07-20;3,3;8,4;0;25,5;19,2;13,6;59,3;37;3,6;
1980-07-21;6,5;6,7;0;26,4;18,7;15,1;74,5;53;3,3;
1980-07-22;2,8;4,4;0;25;17,9;14,4;77;44;2,7;
1980-07-23;3,4;4,9;0;20,6;14,6;12,1;76,3;58;3,5;
1980-07-24;3;7,2;0;22;15,5;11,5;75,8;57;3,5;
1980-07-25;2,8;6,3;0;25,6;17,8;11,7;69,3;54;2,8;
1980-07-26;3,6;8,5;0;26,4;18,9;12,7;53;32;3,2;
1980-07-27;8,4;2,9;0;23,3;18,2;15,1;70,3;45;3,9;
1980-07-28;4,3;7,5;3,2;27,6;19,3;13,4;67,8;44;3,8;
1980-07-29;4,8;7,9;0;27,3;21,5;16;48;33;2,4;
1980-07-30;8,6;1,7;0;25,4;20,5;17,9;60,8;44;3,8;
1980-07-31;6,5;0;6,7;19,2;11,9;9,2;86,8;71;3,4;
1980-08-01;1,4;,2;0;15,2;12;9,1;87,3;84;4;
1980-08-02;1,5;5,7;0;20,9;15;11,9;76,5;53;3,9;
1980-08-03;2,6;6,4;0;22;15,4;11,6;79,3;54;2,9;
1980-08-04;2;8,1;0;25,4;18,9;12,3;59;40;3,5;
1980-08-05;5;5,3;0;25;19,9;14,1;46,8;30;4,9;
1980-08-06;8,2;2,2;0;21;18,3;16,6;67,3;51;4,3;
1980-08-07;5,4;9,7;0;25;19,5;14,1;57,8;39;5,1;
1980-08-08;6,7;7,7;0;26,2;17,7;13;74,3;35;1,6;
1980-08-09;2,9;,5;,8;20;16;13,9;87;73;2,6;
1980-08-10;1,4;,1;0;21,2;17,1;14,8;76,8;54;2,4;
1980-08-11;2,2;6,7;3,8;23;17,2;13,7;76;51;2,5;
1980-08-12;3,9;0;0;16,5;14,6;13,3;87,3;84;4,2;
1980-08-13;1,5;7,7;0;24;17,2;13,3;77,5;56;3,5;
1980-08-14;2,5;3,5;0;24;16,7;13,1;81,3;47;1,4;
1980-08-15;2;,1;0;18,7;16,5;15;88,8;77;1,8;
1980-08-16;,9;7,2;4,6;26,5;19,2;12,6;67;37;2;
1980-08-17;5,2;5,3;0;27,8;19,8;15,4;75,8;58;4,6;
1980-08-18;4,5;3,9;2,2;27,3;19,3;14,1;80;55;2,2;
1980-08-19;2,4;5,7;0;29,8;22,2;16,3;67,3;42;2,4;
1980-08-20;4,7;4,1;0;26,6;21,3;16,9;76,5;57;1,2;
1980-08-21;3;7,8;0;26,7;21,6;16,1;63,5;55;5,3;
1980-08-22;5;3,2;0;28,4;23;16,2;48,3;32;2,6;
1980-08-23;9;0;2,1;24,9;16,7;13,4;90;48;3,6;
1980-08-24;,9;0;0;18,7;15,9;11,4;93,3;89;2,3;
1980-08-25;,7;3,4;,9;26,7;18,2;15,2;84;54;3,4;
1980-08-26;3,8;0;10,8;17,2;13,4;10,5;89,3;88;3,9;
1980-08-27;1;0;,5;12,6;11,5;10,4;89,3;81;4;
1980-08-28;1,4;2,4;,5;17,5;13,2;10,1;79,5;66;4,9;
1980-08-29;2,2;4,8;0;20,8;14,2;9,4;77,3;56;3;
1980-08-30;2;8,3;0;23,2;16,6;10,4;67,5;49;2,9;
1980-08-31;3,7;8,9;0;27;20;12;56,5;18;2,9;
1980-09-01;5,2;4,4;0;27,5;19,5;14,8;70,5;42;3,7;
1980-09-02;4,9;,5;0;23,1;18;15,6;87,3;71;3,1;
1980-09-03;1,9;2;0;27,2;19,7;15,1;74,3;43;3;
1980-09-04;5,7;6,8;0;20,6;15,4;12,5;70;53;3,6;
1980-09-05;3,7;9;0;19,6;13,3;9,4;69;50;4,8;
1980-09-06;3,6;6,7;0;21,3;13,8;10,4;77,5;62;4,7;
